JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Analyst - Data Science,Visa,"Mumbai, Maharashtra",NA,13 days ago,"Seek out opportunities to innovate by using Visa data, client data and non-traditional data fit for purpose to the needs of our clients.",https://in.indeed.com/rc/clk?jk=79652ae2ac329357&fccid=a3f737e511d9fc8c&vjs=3
Data Analyst,Axis My India,"Mumbai, Maharashtra",NA,30+ days ago,"Collaborate with internal stakeholders to manage data logistics (including data transfers, understanding data structures, business rules, business processes and…",https://in.indeed.com/rc/clk?jk=df4701b043d1fbec&fccid=f1d9bc3b339684dc&vjs=3
Data Analyst,ConverseNow Technologies,"Remote in Bengaluru, Karnataka",NA,27 days ago,You will work closely with Product Engineers to develop a knowledge and understanding of data infrastructure and data pipelines.,https://in.indeed.com/rc/clk?jk=c934640fc887cc90&fccid=cf7d165377bd33da&vjs=3
Omnichannel Data Analyst,Mirum Digital Pvt. Ltd.,"Mumbai, Maharashtra",NA,5 days ago,"Write and optimize in-application SQL statements, Procedures, Views Etc.
Ensure performance, security, and availability of databases.",https://in.indeed.com/rc/clk?jk=51b59c720a157d03&fccid=30584d7fcc702043&vjs=3
Data Analyst Intern,Internatinal Scientific Research and Publications,"Chennai, Tamil Nadu",NA,1 day ago,"A data analyst intern is a student or recent graduate who is seeking to gain practical experience in the field of data analysis.
Total work: 1 year (Preferred).",https://in.indeed.com/company/Internatinal-Scientific-Research-and-Publications/jobs/Data-Analyst-94759b1e07833ecb?fccid=51515b23071f4d0f&vjs=3
Data Analyst,Dayal Opticals,"Delhi, Delhi","₹18,000 - ₹30,000 a month",4 days ago,"Developing and maintaining databases, data systems – reorganizing data in a readable format.
Presenting data via simplified reports.",https://in.indeed.com/company/Dayal-Opticals/jobs/Data-Analyst-14593380e5c016b6?fccid=c7e164d3436456d0&vjs=3
Data Analyst,Otipy,"Gurgaon, Haryana","₹3,00,000 - ₹5,00,000 a year",15 days ago,"Conduct data analysis design programs for process flow improvement.
Work with department managers to create internal data collection guidelines.",https://in.indeed.com/company/Otipy/jobs/Data-Analyst-d66f9493f4c5cc9e?fccid=231f97b87bd1ffbb&vjs=3
Data Analyst,TESTRIQ QA Lab,"Mira Road, Mumbai, Maharashtra",NA,30+ days ago,"Benefits & Perk: Provident Fund, Paid time off, Paid sick time.
Flexible work hours, Holidays as per Indian calendar, PL, CL, and paid parental leave.",https://in.indeed.com/rc/clk?jk=59193e6aa83f659f&fccid=e81b869c34dc963d&vjs=3
"Specialist, Data/Business Analyst",DBS Bank,"Mumbai, Maharashtra",NA,6 days ago,"In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery…",https://in.indeed.com/rc/clk?jk=5618faeacf643b2b&fccid=cc1f9ea511d140fe&vjs=3
Data Analyst,Staycity,Remote,NA,4 days ago,"Ability to make data led decisions and influence Leaders.
Part of the role is to help foster data literacy within the company by working with key business…",https://in.indeed.com/rc/clk?jk=5825128f38780488&fccid=e242e3083692ff12&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mnmWTpiTtPHWjp-WkYoS0a9qUuK81YYjsrir-eIR_JKgVBgfnnQEbKzvuOz7lO80KeSCD4FoBKL2etMDKTCgU41zrNnPGUtzc3KbF_9WWYCGNNjaanOhbn1ab_7E9dXN0N8JgGfHXtESzQYnYRp1ZmmXegagwUjrlWe3RToCsi1Lz42hBf34mW8ovL9KUk_teOCibX3JSHCXc8lAfSCB83UptN-X9PPGd7Ugzbk7vIewlXefFKdY1FpiFU8_P4FmZtResiT2oYGMKPIca7O8gAfyPmxeBIHS2XlP3SOhEJYytZf2TW_Xh_VtJYDKFvSKb5WKkgurjEHrr1AyAv_RIC5uGmUk5t9zvV_HIDO2HbJNCs8ny5qWA3bOEyVrsA2qPw==&xkcb=SoAk-_M3QdzotTwFgJ0GbzkdCdPP&p=13&fvj=0&vjs=3
Data Analyst,KDataScience Solutions Private Limited,"Gurgaon, Haryana","₹16,386 - ₹45,000 a month",1 day ago,"1-2 years of total experience.
Strong development skills in T-SQL.
Experience in working with Python or javascript.
Using indexes to speed up the SQL queries.",https://in.indeed.com/company/KDataScience-Solutions-Private-Limited/jobs/Data-Analyst-75783a004adfac17?fccid=6e020aecc34e932b&vjs=3
Business Analyst - Data Analyst,Genpact,"Bengaluru, Karnataka+2 locations",NA,1 day ago,"Expected to support the client on data systems and analysis.
Responsible for data extraction, collation and cleaning in MS excel/ access.",https://in.indeed.com/rc/clk?jk=108994fe6a03ba29&fccid=afe30394bfba1470&vjs=3
E-data Senior Analyst,NielsenIQ,"Gurgaon, Haryana",NA,24 days ago,"This role is accountable for activities related to Quality checks (Primary testing of data, Retailer Accreditation) from receipt of the data and data loading…",https://in.indeed.com/rc/clk?jk=d03dd4bfda159903&fccid=c172deadb7fe7cb3&vjs=3
Data Analyst,STEMMONS BUSINESS SERVICES PRIVATE LIMITED,"Vadodara, Gujarat","Up to ₹18,000 a month",5 days ago,"Create new database records in Salesforce by inputting data from provided sources.
This position will be provided various document files (PDF, WORD, EXCEL) with…",https://in.indeed.com/company/Boxer-Property-Management/jobs/Data-Analyst-74ed75126aff4148?fccid=c4d7c31e77a5214c&vjs=3
Customer Operations - Analyst- Non-Voice (CHAT),Eclerx,India,NA,4 days ago,"EClerx Customer Operations uniquely improves customer experience and operational efficiencies by leveraging deep domain knowledge, advanced automation, and data…",https://in.indeed.com/rc/clk?jk=811341c3595afa01&fccid=e6a2604cd4491b02&vjs=3
Data Analyst,Netradyne,"Bengaluru, Karnataka",NA,5 days ago,"Sharp acumen to transform tabular data into high impact visualization.
More than 2 years with relevant experience in business/data analytics.",https://in.indeed.com/rc/clk?jk=8ab723a8c2504a3e&fccid=aee18a3dfecde702&vjs=3
Data Analyst,Think Future Technologies,"Remote in Gurgaon, Haryana",NA,30+ days ago,"Experienced with Tableau, PowerBI or other interactive data visualisation platforms.
Excited to write your own reporting tools in python and integrating with…",https://in.indeed.com/rc/clk?jk=f40455639bd3ed51&fccid=a88c8ff1ae4539d3&vjs=3
Data Analyst,YuktaMedia,"Pune, Maharashtra",NA,30+ days ago,"1] Hands-on experience working on stored procedures, functions, cursors, etc.
2] Hands-on experience working on creating indexes, triggers, SQL sub-queries.",https://in.indeed.com/rc/clk?jk=4f8ec175a326d36e&fccid=0c2ae602e992462d&vjs=3
Data Analyst,Black Turtle,"Mumbai, Maharashtra","₹11,00,000 - ₹20,00,000 a year",9 days ago,"Validating data and data analysis across platforms like SQL, ESSBASE, Code block, DRM, Manual data files, OFSAA.
Bachelor's degree in Finance / MBA (Fin) / B.",https://in.indeed.com/company/Black-Turtle/jobs/Data-Analyst-2a59c2d5f20b9d9d?fccid=19637fc7b9184526&vjs=3
"Customer Engineering, Data Analytics, Google Cloud",Google,"Bengaluru, Karnataka",NA,Today,"Support local Sales teams in pursuit of key business opportunities, engaging customers to address aspects of the data life-cycle.",https://in.indeed.com/rc/clk?jk=7c0b944a682e2f36&fccid=a5b4499d9e91a5c6&vjs=3
DATA ANALYST,Trans India House Impex Limited,"Ahmedabad, Gujarat","From ₹25,000 a month",4 days ago,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…",https://in.indeed.com/company/Trans-India-House-Impex-Limited/jobs/Data-Analyst-b92985c7f2ff0647?fccid=9cda0117ff24ca5d&vjs=3
Business Analyst,Paytm,"Bengaluru, Karnataka",NA,1 day ago,"Data & the external data from the clients.
 Do deep data driven analysis & collate the data into coherent and logical structures to produce.",https://in.indeed.com/rc/clk?jk=1d20ebc3ce31193a&fccid=4e917d9a3b14765d&vjs=3
Junior Data Analyst,iBCScorp,"Mumbai, Maharashtra",NA,Today,"Data Analysis – Analyze large volumes of data and identify issues in them via data quality checks on a periodical basis.
Analyze Reference data for the Bank.",https://in.indeed.com/rc/clk?jk=226cdf7b581b23bb&fccid=5f0cb66f18757241&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mlq1WTjZCsjeYYCnVkLc1V613syvAR88KBxQ1JDi4jn2p5RVzyLxOueboi4GTsXPb_KzHMHjperByPvnYeMngeOIMJo13KN28POlEpeZJA92qvXJG8RqFhT9mEwCZQyn1Xd9kv2C-tE4OQ6DpzUo_mAIwiT4STtyQyw7XtQs6bXMuQXDO7lPmXXnWvTrFtI_JhTi6hcvASl0TB92wUPhFI9TYi5WIBJVjLFE9EMooNZtNJC3NjAf9he4zTCL4ibCGOYZClmffD2hPl16IO1f8q49NUXPDzC68S_PiJ6A1KXOaqn-w-xK53tQcRbBJp7hsDwlxgQRN1GcCSfWCZlnolzIT5aznmDXa5EhNv6SW8rk9H33G7aiUhpfyYq_AmJjIQ==&xkcb=SoCz-_M3QdznkzwsUR0GbzkdCdPP&p=13&fvj=0&vjs=3
Research Analyst,Vitra.ai,"Remote in Mumbai, Maharashtra","₹2,00,000 - ₹3,50,000 a year",7 days ago,"Collate data from multiple sources.
Ensure completeness and accuracy of data.
Ability to train the system generated data in terms of erroneous data capture and…",https://in.indeed.com/company/Vitra.ai/jobs/Research-Analyst-34dd141140455254?fccid=138f08b8c43ec680&vjs=3
Data Analyst,Anju Software,"Pune, Maharashtra",NA,30+ days ago,"Performing data cleaning and validation to ensure data integrity.
Experienced with large data sets.
Involve in data mining and cleaning.",https://in.indeed.com/rc/clk?jk=57ff60e0bd9c5abc&fccid=8b19ff62fc81a0b1&vjs=3
Data Analyst,Barclays,"Chennai, Tamil Nadu+1 location",NA,25 days ago,"Develop data ingestion programs to ingest real-time data from LIVE sources using Apache Kafka, Spark Streaming and related technologies.",https://in.indeed.com/rc/clk?jk=188400545d8366f6&fccid=057abf3fd357e717&vjs=3
Data Analyst/Scientist,ALB Technologies Pvt. Ltd.,"Remote in Kochi, Kerala","₹40,000 - ₹80,000 a month",1 day ago,"3+ years’ experience mining data as a data analyst.
Identify trends and opportunities for growth through analysis of complex data sets.",https://in.indeed.com/company/personalbeautywellness.com/jobs/Data-Scientist-e48e2c37a629d933?fccid=c1fa5d4f45abc40e&vjs=3
Data Science Analyst - Data Science,Accenture,"Mumbai, Maharashtra+1 location",NA,12 days ago,"In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",https://in.indeed.com/rc/clk?jk=477c18f18b147057&fccid=a4e4e2eaf26690c9&vjs=3
Business Analyst,Ascra Technologies,"Mumbai, Maharashtra","₹20,393 - ₹40,000 a month",1 day ago,"Identify problems within a business, including through using data modelling techniques.
Creating a detailed business analysis, outlining problems, opportunities…",https://in.indeed.com/company/Ascra-Technologies/jobs/Business-Analyst-26e8f6ed7450e0fc?fccid=db36a076290a0654&vjs=3
Data Analyst,EXCEL HOLIC FOUNDATION,"Guwahati, Assam","₹15,000 a month",3 days ago,"Providing technical expertise in data storage structures, data mining, and data cleansing.
Work experience as a data analyst or in a related field.",https://in.indeed.com/company/EXCEL-HOLIC-FOUNDATION/jobs/Data-Analyst-7fa997c5d648dfd9?fccid=77bf89af0444f64c&vjs=3
Data Analyst,AECOM,"Hybrid remote in Bengaluru, Karnataka",NA,4 days ago,"Use data mining to extract information from data sets and identify correlations and patterns.
Organize and transform data into insight.",https://in.indeed.com/rc/clk?jk=c1d2683c53c910eb&fccid=bafa4b35e9cd20ce&vjs=3
Senior Data Analyst,A A ATTARWALA & GROUP,"Mumbai, Maharashtra","₹40,000 - ₹60,000 a month",3 days ago,"In such data analyst projects, the analyst needs to scrutinize data to recognize and identify patterns.
The next thing data analysts dois use data modeling…",https://in.indeed.com/company/A-A-ATTARWALA-&-GROUP/jobs/Senior-Data-Analyst-35401ef72c32b471?fccid=b555058f000c9b7b&vjs=3
Analyst-Data,Eaton Corporation,"Pune, Maharashtra",NA,Today,"Their duties include analyzing and validating data, updating records, storing documents, ensuring data accuracy across multiple systems and assist business with…",https://in.indeed.com/rc/clk?jk=a335a4ac57609e27&fccid=87f38351bd29de24&vjs=3
Data Analyst,Zappian,"Bhopal, Madhya Pradesh",NA,30+ days ago,"A data analyst is responsible for organizing data related to sales numbers, market research, and behavior, The person utilizes technical expertise to ensure…",https://in.indeed.com/rc/clk?jk=0e974fadc8ae7af9&fccid=7fcb31e26455f3c5&vjs=3
Jr Data Analyst | Jr Data Scientist,AIBridge ML,"Hyderabad, Telangana",NA,30+ days ago,"Graduate with Strong mathematical and statistical skills and understanding.
Prefer with some Development and enhancement experience of machine learning and…",https://in.indeed.com/rc/clk?jk=9cd45a58ad7c955f&fccid=1261add5d15f0f0f&vjs=3
Data Analyst,Avalon Solutions,"Indore, Madhya Pradesh","Up to ₹35,000 a month",1 day ago,"Preparing and presenting reports based on their data analyses.
Collecting and analyzing structured and unstructured data from reports.",https://in.indeed.com/company/Avalon-Solutions/jobs/Data-Analyst-efaca30cae3d52b3?fccid=1b40e3d6d78408ab&vjs=3
Data Analytics,Fuel Intelligence,"Mumbai, Maharashtra",NA,30+ days ago,"If you have the zeal and enthusiasm to work on data, research, analytics or be super creative in designing for some of the biggest brands in the world, we…",https://in.indeed.com/rc/clk?jk=97f3db0652392b7a&fccid=8ca11ee8a0efa152&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mvNkrwSqiJehsl0--ytE8ND287_sodvAfpGku_9-G0Z3U0kUhnTj7XfGPO5w2h0_xpaQTl5kat6MISLhr1CSjhsIuEjwLALpYh-05vnqG5_Op6wxZQfxjvDTudqakmda5cUkXUkqX6O9vfZTGwaaS9Z2dmRIv1eOriyYMCsmYDEkLhtJVWbs9bGk0BGVBu9029Ngzk67wRkOLA_N7awTmT4VZbsT3m0yzPx3zF8izFzGGc5feDE3xDobe16majB9mhncyGspBp3uVOqKwgUFhVn18elOh_-jpYzoVEiWucKfuJyA1qsttMfi4PjMFixBWx-IArxdMLoHeph85VqBzMS1j4uR7S1h6n-4LhG1TXojt7DXHowiQ2Fts3Ij1D1nVw==&xkcb=SoBH-_M3Qdzmj7bezJ0GbzkdCdPP&p=13&fvj=0&vjs=3
Research Analyst - Aerospace,Eaton Corporation,"Pune, Maharashtra",NA,Today,"Experience with market trends, customer expectations and economic analysis as provided by internal and external data sources.",https://in.indeed.com/rc/clk?jk=8c625799c7e9811c&fccid=87f38351bd29de24&vjs=3
Data Analyst,Grid Logic Software Private Limited,Remote,NA,30+ days ago,"Provide quality data, and work with data engineers to ensure data moves in reliably.
Interpret data and analyze results using statistical techniques.",https://in.indeed.com/rc/clk?jk=02aae773ac6ca945&fccid=3fe48533ae9fe92d&vjs=3
Associate Data Analyst,Eaton Corporation,"Pune, Maharashtra",NA,30+ days ago,"Support the account data validation and review above systems in order to clean-up the existing account data base.
Demonstrated ERP skills (Oracle, SAP).",https://in.indeed.com/rc/clk?jk=27652a89f48d688a&fccid=87f38351bd29de24&vjs=3
Data Analyst,Everyday Health - Professional,"Mumbai, Maharashtra",NA,12 days ago,"Provide new solutions to solve various or existing data/report issues such as data quality, data reconciliation, and trending.",https://in.indeed.com/rc/clk?jk=488d9e0358d6ef82&fccid=0b2aa1c71b43b9bc&vjs=3
Data Engineer Analyst,SBI Mutual Fund,"Mumbai, Maharashtra",NA,30+ days ago,"Using techniques from a range of disciplines, including computer programming, mathematics, and statistics, as a data analyst you will have to draw conclusions…",https://in.indeed.com/rc/clk?jk=dde32dd31b1077b9&fccid=7d25888323b1dd7e&vjs=3
Data Analyst (Product Sales),Rudrateck Solution,"Mumbai, Maharashtra","₹18,00,000 a year",1 day ago,"Developing and maintaining databases and data systems- reorganising data in readable format.
Working with Programmers, Engineers and management heads to assist…",https://in.indeed.com/company/Rudrateck/jobs/Data-Analyst-73b394196a94b95b?fccid=68300dacfdb7f431&vjs=3
Data Research Analyst,Market Expertise,"Viman Nagar, Pune, Maharashtra",NA,30+ days ago,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Maintain databases, data collection systems, data analytics and other…",https://in.indeed.com/rc/clk?jk=55c82a8aff6db16e&fccid=b9efbeb4a60a9c2d&vjs=3
Analyst-Social Media,General Mills,"Remote in Mumbai, Maharashtra",NA,Just posted,"Must have a proven experience in connecting insights from multiple data sources within social media, data analytics and secondary research.",https://in.indeed.com/rc/clk?jk=193b1aff57953798&fccid=3bcf7eb192e678e4&vjs=3
Global Technology Assessments Data Analyst,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana",NA,1 day ago,Generate deep insights through data discovery/analysis of asset and application data understanding control evaluation via a data centric approach for assessment…,https://in.indeed.com/rc/clk?jk=091a57d0faf0c8ba&fccid=c46d0116f6e69eae&vjs=3
Senior Data Analyst,Recruitrite Manpower Solutions,"Andhari, Maharashtra","₹50,000 - ₹65,000 a month",8 days ago,"Experience working with large data sets and optimizing data pipelines.
Collaborate with the development team to improve data quality and automate data pipelines…",https://in.indeed.com/company/RecruitRite-Manpower-Solutions/jobs/Senior-Data-Analyst-52057cf1246acf1d?fccid=d6c416d1e0a8b04a&vjs=3
Data Analyst JOBID: Exem-224-JOB,Excellence and Eminence LLP,"Bengaluru, Karnataka","₹7,00,000 - ₹16,00,000 a year",30+ days ago,"SQL knowledge and experience to extract the data from data lake/data base.
Provide regular input on gaps in our data strategy to Data Analytics Lead and Data…",https://in.indeed.com/company/Excellence-and-Eminence-LLP/jobs/Data-Analyst-38cb965b4dd5f847?fccid=5aac79bb04807066&vjs=3
Analytics Solution - Analyst,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",NA,7 days ago,Leverage multiple complex data sources and stake holder supplied information to generate decision support analytics.,https://in.indeed.com/rc/clk?jk=939ecf6530769d62&fccid=c46d0116f6e69eae&vjs=3
Intern - Data Analyst,"CloudPlinth, Inc.","Warangal, Telangana",NA,12 days ago,"Collecting and analyzing data from various sources.
As an intern, you will have the opportunity to work with experienced data scientists and gain practical…",https://in.indeed.com/rc/clk?jk=9dea897b0ff48b17&fccid=a40b2801b48ae1a0&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mktc-bdaULsXsCarauycJGY3wTNDRciGVCuCo-MfJzNAzBkg48JI1eb9hJtykkVBumhKqzg3YuExpKhPoWuldsmIhG1vW706xgdq3up9cF7R_uKJFA_J1E-zhH4OTgMf4lIumC58Cu0MvIH3XRSVP5125M5ZDVz098JrVJnvMftbNRzwjORGIbVuFTMSeUHC62vN4CvzhTd0ZFEyMar-W11CbG-BvaLJLrwUa0f4_FjFB1eGmf5lw-KqBVcO_nXRAfIFmj4febDVMLlnkVr9jzT9FQYkamKfPdXD8ULqYJu_b36CCuwAGQ0MNSRa7xTS1QJBY7Az0WAOezGk5ckjpuqDbAkOLFs2m_xX-kGdED0SBe1cxgjmJWlMP2d5x2JvBA==&xkcb=SoB4-_M3QdzlgtwsUR0HbzkdCdPP&p=12&fvj=0&vjs=3
Analyst,Rungta Tea Private Limited,"Shiliguri, West Bengal","₹15,000 - ₹22,000 a month",3 days ago,"Skilled to do Deep dive analysis of the data.
Should have good knowledge in at least one - Python, Tableau, Power Bi, Sql.",https://in.indeed.com/company/Rungta-Tea-Private-Limited/jobs/Analyst-ff4b15749d34d9d7?fccid=d078eee968477556&vjs=3
Data Analyst - Strategy & Ops,Sprinklr,"Gurgaon, Haryana",NA,1 day ago,"Good experience in working on Azure DB and data factory i.e. define data models, data flows, pipelines and setting up a process of QC the final data.",https://in.indeed.com/rc/clk?jk=e980494f0da07c36&fccid=4fd082a45bed2681&vjs=3
